ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Monfils G.,1.0,41.0,8770.0,1175.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.02,17.0,1.02,9.8,1.03,13.0,1.04,15.92,,,1.04,18.25,1.03,14.09,2203.4,2163.5,1986-06-03,L,2.0,1890.5,1796.1,1986-09-01,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Isner J.,Harrison R.,9.0,59.0,3125.0,920.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.34,3.0,1.36,3.0,1.4,3.22,,,1.44,3.3,1.38,3.07,1839.5,1749.0,1985-04-26,R,2.0,,,,,
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Schwartzman D.,Lopez F.,16.0,30.0,2085.0,1420.0,7.0,5.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.5,1.52,2.37,1.53,2.5,1.59,2.52,,,1.62,2.75,1.54,2.49,,,,,,1783.4,1719.6,1981-09-20,L,1.0
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Mayer L.,Verdasco F.,45.0,37.0,1086.0,1280.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.27,1.56,2.25,1.61,2.46,1.62,,,2.5,1.67,2.36,1.59,1702.8,1681.4,1987-05-15,R,1.0,1805.3,1770.0,1983-11-15,L,2.0
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Struff J.L.,35.0,65.0,1296.0,855.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.31,3.2,1.3,3.4,1.35,3.52,,,1.37,3.6,1.33,3.37,1823.7,1793.2,1996-11-14,R,2.0,,,,,
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Delbonis F.,7.0,78.0,3545.0,730.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.2,4.33,1.21,3.95,1.22,4.0,1.25,4.48,,,1.25,4.8,1.22,4.31,2066.2,2048.5,1993-09-03,R,1.0,1702.5,1716.5,1990-10-05,L,2.0
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Donskoy E.,3.0,90.0,5195.0,673.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.07,7.0,1.08,8.0,1.09,9.35,,,1.11,10.25,1.07,8.36,1985.8,1978.4,1997-04-20,R,2.0,1641.7,1558.6,1990-05-09,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-09,Masters 1000,Outdoor,Clay,2nd Round,3,Anderson K.,Kukushkin M.,8.0,96.0,3345.0,634.0,5.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.3,3.4,1.32,3.15,1.33,3.4,1.36,3.44,,,1.37,3.55,1.33,3.32,,,,,,1778.8,1671.1,1987-12-26,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Isner J.,Cuevas P.,9.0,47.0,3125.0,1060.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.9,1.9,1.83,1.88,1.91,1.91,1.9,2.03,,,1.95,2.03,1.88,1.92,1839.5,1749.0,1985-04-26,R,2.0,1725.3,1721.9,1986-01-01,R,1.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Schwartzman D.,1.0,16.0,8770.0,2085.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.01,11.0,1.02,15.0,1.03,22.73,,,1.03,23.5,1.02,16.93,2203.4,2163.5,1986-06-03,L,2.0,,,,,
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Mayer L.,3.0,45.0,5195.0,1086.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.21,3.95,1.25,4.0,1.25,4.55,,,1.26,4.65,1.23,4.27,1985.8,1978.4,1997-04-20,R,2.0,1702.8,1681.4,1987-05-15,R,1.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Edmund K.,Goffin D.,22.0,10.0,1757.0,3020.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.6,1.44,2.75,1.44,2.82,1.5,,,2.99,1.53,2.72,1.47,1830.1,1766.6,1995-01-08,R,2.0,1895.1,1833.1,1990-12-07,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Lajovic D.,Del Potro J.M.,95.0,6.0,639.0,4470.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,4.33,1.22,4,1.21,4.0,1.25,4.84,1.23,,,4.84,1.25,4.33,1.22,1716.2,1727.2,1990-06-30,R,1.0,,,,,
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Anderson K.,Kohlschreiber P.,8.0,28.0,3345.0,1450.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.03,1.71,2.1,1.73,2.15,1.8,,,2.2,1.83,2.1,1.75,,,,,,1789.2,1755.7,1983-10-16,R,1.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Shapovalov D.,Raonic M.,43.0,24.0,1128.0,1705.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.2,1.3,3.25,1.33,3.55,1.35,,,3.72,1.38,3.36,1.33,1946.8,1779.1,1999-04-15,L,1.0,1819.8,1761.0,1990-12-27,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-10,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,Coric B.,7.0,35.0,3545.0,1296.0,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.71,2.02,1.73,2.1,1.8,2.15,,,1.83,2.18,1.75,2.08,2066.2,2048.5,1993-09-03,R,1.0,1823.7,1793.2,1996-11-14,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Anderson K.,Lajovic D.,8.0,95.0,3345.0,639.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.62,1.48,2.48,1.53,2.5,1.54,2.69,,,1.57,2.73,1.51,2.58,,,,,,1716.2,1727.2,1990-06-30,R,1.0
29,Madrid,Mutua Madrid Open,2018-05-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Thiem D.,Nadal R.,7.0,1.0,3545.0,8770.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,11.0,1.05,8.2,1.04,10.0,1.06,10.67,1.08,,,13.5,1.1,10.05,1.05,2066.2,2048.5,1993-09-03,R,1.0,2203.4,2163.5,1986-06-03,L,2.0
29,Madrid,Mutua Madrid Open,2018-05-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Shapovalov D.,Edmund K.,43.0,22.0,1128.0,1757.0,7.0,5.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,2.7,1.41,2.75,1.44,2.97,1.47,,,3.02,1.51,2.74,1.46,1946.8,1779.1,1999-04-15,L,1.0,1830.1,1766.6,1995-01-08,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-11,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Isner J.,3.0,9.0,5195.0,3125.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.28,3.35,1.33,3.4,1.33,3.75,,,1.35,3.85,1.3,3.55,1985.8,1978.4,1997-04-20,R,2.0,1839.5,1749.0,1985-04-26,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-12,Masters 1000,Outdoor,Clay,Semifinals,3,Thiem D.,Anderson K.,7.0,8.0,3545.0,3345.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.36,2.9,1.36,3.25,1.41,3.23,,,1.42,3.25,1.39,3.06,2066.2,2048.5,1993-09-03,R,1.0,,,,,
29,Madrid,Mutua Madrid Open,2018-05-12,Masters 1000,Outdoor,Clay,Semifinals,3,Zverev A.,Shapovalov D.,3.0,43.0,5195.0,1128.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.17,4.5,1.17,5.0,1.2,5.33,,,1.22,5.45,1.19,4.85,1985.8,1978.4,1997-04-20,R,2.0,1946.8,1779.1,1999-04-15,L,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Gojowczyk P.,Querrey S.,53.0,12.0,973.0,2220.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.75,1.4,2.75,1.44,2.95,1.46,,,3.13,1.46,2.86,1.42,1639.0,1563.8,1989-07-15,R,2.0,1848.6,1775.4,1987-10-07,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Sock J.,Ferrer D.,14.0,38.0,2155.0,1225.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.99,1.73,2.1,1.73,2.2,1.75,,,2.2,1.91,2.06,1.77,,,,,,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Mannarino A.,140.0,27.0,402.0,1560.0,2.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.59,2.21,1.61,2.25,1.67,2.36,,,1.72,2.36,1.64,2.26,1750.8,1765.6,1995-05-11,R,2.0,1782.0,1651.5,1988-06-29,L,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Harrison R.,Sugita Y.,57.0,46.0,920.0,1070.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.46,2.55,1.44,2.75,1.52,2.73,,,1.53,2.8,1.48,2.65,,,,,,1617.2,1480.3,1988-09-18,R,2.0
29,Madrid,Mutua Madrid Open,2018-05-13,Masters 1000,Outdoor,Clay,The Final,3,Zverev A.,Thiem D.,3.0,7.0,5195.0,3545.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,1.93,1.78,2.0,1.8,2.02,1.91,,,2.1,1.91,1.98,1.84,1985.8,1978.4,1997-04-20,R,2.0,2066.2,2048.5,1993-09-03,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-13,Masters 1000,Outdoor,Clay,1st Round,3,Johnson S.,Wawrinka S.,48.0,23.0,1020.0,1685.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2,1.73,2.1,1.73,2.14,1.79,,,2.2,1.87,2.05,1.77,1725.9,1694.4,1989-12-24,R,2.0,1920.7,1890.2,1985-03-28,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Tiafoe F.,103.0,63.0,594.0,848.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.47,1.48,2.62,1.5,2.68,1.53,,,2.75,1.57,2.6,1.5,1950.8,1908.8,1996-04-12,R,2.0,1739.2,1694.1,1998-01-20,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Monfils G.,21.0,39.0,1805.0,1210.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.63,2.15,1.67,2.2,1.7,2.29,,,1.7,2.35,1.66,2.22,1891.2,1873.9,1987-05-24,R,2.0,1890.5,1796.1,1986-09-01,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Jaziri M.,19.0,64.0,1905.0,843.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.28,3.5,1.23,3.7,1.25,3.75,1.26,4.34,,,1.3,4.5,1.25,3.97,1830.1,1766.6,1995-01-08,R,2.0,1536.0,1536.3,1984-01-20,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Paire B.,Gasquet R.,52.0,30.0,975.0,1475.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2.8,1.39,3.0,1.4,3.05,1.43,,,3.06,1.49,2.9,1.42,1783.2,1776.9,1989-05-08,R,2.0,1793.3,1726.1,1986-06-18,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Djokovic N.,Dolgopolov O.,18.0,54.0,1905.0,966.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.13,5.2,1.14,5.5,1.15,6.52,,,1.16,6.6,1.13,5.92,2201.3,2132.0,1987-05-22,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Delbonis F.,41.0,70.0,1180.0,800.0,2.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,2.37,1.53,2.41,1.5,2.37,1.57,2.59,1.57,,,2.66,1.61,2.48,1.54,,,,,,1702.5,1716.5,1990-10-05,L,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Khachanov K.,28.0,36.0,1530.0,1255.0,7.0,5.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.65,2.11,1.73,2.1,1.74,2.22,,,1.75,2.4,1.66,2.24,1789.2,1755.7,1983-10-16,R,1.0,1872.7,1836.8,1996-05-21,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Bedene A.,Muller G.,65.0,35.0,830.0,1290.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,2.85,1.4,3.0,1.42,3.11,,,1.47,3.2,1.4,2.96,1827.3,1783.4,1989-07-18,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,Donaldson J.,11.0,55.0,2280.0,926.0,6.0,4.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.25,3.75,1.21,4.0,1.25,4.0,1.24,4.65,,,1.28,4.8,1.23,4.25,,,,,,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Haase R.,Medvedev D.,44.0,50.0,1120.0,1009.0,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.57,2.25,1.57,2.26,1.61,2.25,1.65,2.4,,,1.65,2.46,1.61,2.33,1659.3,1599.1,1987-04-06,R,2.0,2064.7,1863.4,1996-02-11,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Cecchinato M.,Cuevas P.,73.0,71.0,778.0,790.0,2.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.55,1.45,2.75,1.44,2.8,1.5,,,2.85,1.54,2.69,1.47,1626.7,1658.5,1992-09-30,R,1.0,1725.3,1721.9,1986-01-01,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Mayer L.,10.0,42.0,2930.0,1176.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.2,1.36,3.25,1.37,3.4,,,1.37,3.64,1.33,3.37,1895.1,1833.1,1990-12-07,R,2.0,1702.8,1681.4,1987-05-15,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-14,Masters 1000,Outdoor,Clay,1st Round,3,Nishikori K.,Lopez F.,24.0,33.0,1665.0,1375.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.21,3.95,1.22,4.33,1.26,4.32,,,1.27,4.5,1.23,4.16,1936.5,1917.7,1989-12-29,R,2.0,1783.4,1719.6,1981-09-20,L,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Seppi A.,16.0,49.0,1995.0,1020.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.66,2.1,1.65,2.1,1.61,2.25,1.72,2.26,,,1.75,2.26,1.69,2.16,1847.8,1789.8,1994-02-23,R,2.0,1753.5,1679.5,1984-02-21,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Basilashvili N.,Baldi F.,74.0,370.0,767.0,122.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.4,1.33,3.05,1.4,3.0,1.42,3.14,,,1.42,3.4,1.37,3.17,1839.2,1821.5,1992-02-23,R,2.0,1429.6,1434.4,1996-01-10,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Dzumhur D.,Verdasco F.,31.0,34.0,1415.0,1315.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.8,1.38,3.0,1.4,3.11,1.42,,,3.2,1.5,2.96,1.41,1723.9,1647.4,1992-05-20,R,2.0,1805.3,1770.0,1983-11-15,L,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Shapovalov D.,Berdych T.,29.0,17.0,1488.0,1980.0,1.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.66,2.07,1.68,2.1,1.73,2.23,1.74,,,2.25,1.77,2.14,1.71,1946.8,1779.1,1999-04-15,L,1.0,1834.6,1784.6,1985-09-17,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Jarry N.,15.0,62.0,2130.0,859.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,2.8,1.4,3.0,1.45,3.0,,,1.45,3.1,1.4,2.95,,,,,,1681.9,1714.3,1995-10-11,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,1st Round,3,Tsitsipas S.,Coric B.,43.0,40.0,1162.0,1190.0,4.0,1.0,,,,,,,,,0.0,0.0,Retired,2.37,1.53,2.26,1.57,2.37,1.57,2.39,1.65,,,2.5,1.69,2.35,1.6,2067.4,1991.2,1998-08-12,R,1.0,1823.7,1793.2,1996-11-14,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Cecchinato M.,10.0,73.0,2930.0,778.0,5.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,3.75,1.26,3.5,1.25,4.0,1.25,4.46,,,1.3,4.8,1.24,4.06,1895.1,1833.1,1990-12-07,R,2.0,1626.7,1658.5,1992-09-30,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,2nd Round,3,Gojowczyk P.,Sonego L.,53.0,140.0,973.0,402.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.28,1.56,2.37,1.57,2.48,1.61,,,2.5,1.66,2.36,1.6,1639.0,1563.8,1989-07-15,R,2.0,1750.8,1765.6,1995-05-11,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-15,Masters 1000,Outdoor,Clay,2nd Round,3,Kohlschreiber P.,Sock J.,28.0,14.0,1530.0,2155.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.6,2.19,1.61,2.25,1.64,2.42,,,1.72,2.45,1.63,2.29,1789.2,1755.7,1983-10-16,R,1.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Edmund K.,Pouille L.,19.0,16.0,1905.0,1995.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.68,2.06,,,1.76,2.2,,,1.8,2.3,1.71,2.15,1830.1,1766.6,1995-01-08,R,2.0,1847.8,1789.8,1994-02-23,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Shapovalov D.,Haase R.,29.0,44.0,1488.0,1120.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.37,1.57,2.26,1.61,2.25,1.65,2.4,,,1.67,2.48,1.61,2.34,1946.8,1779.1,1999-04-15,L,1.0,1659.3,1599.1,1987-04-06,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Paire B.,Schwartzman D.,52.0,15.0,975.0,2130.0,2.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2.62,1.44,2.6,1.44,2.62,1.5,2.84,1.49,,,2.9,1.54,2.69,1.47,1783.2,1776.9,1989-05-08,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Del Potro J.M.,Tsitsipas S.,6.0,43.0,4540.0,1162.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.5,1.53,2.5,1.52,2.74,,,1.54,2.78,1.49,2.63,,,,,,2067.4,1991.2,1998-08-12,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,Harrison R.,5.0,57.0,4770.0,920.0,6.0,7.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.5,1.26,3.5,1.36,3.0,1.27,4.22,,,1.36,4.3,1.28,3.74,1892.6,1843.5,1988-09-28,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Bedene A.,Anderson K.,65.0,7.0,830.0,3660.0,6.0,4.0,,,,,,,,,1.0,0.0,Retired,2.62,1.44,2.39,1.51,2.37,1.57,2.55,1.58,,,2.62,1.59,2.5,1.55,1827.3,1783.4,1989-07-18,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Berrettini M.,3.0,103.0,6015.0,594.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.1,6.0,1.11,6.5,1.12,7.78,,,1.13,8.5,1.1,7.2,1985.8,1978.4,1997-04-20,R,2.0,1950.8,1908.8,1996-04-12,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Nadal R.,Dzumhur D.,2.0,31.0,7950.0,1415.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.01,23.0,1.01,12.0,1.02,15.0,1.02,22.73,,,1.03,28.0,1.01,19.81,2203.4,2163.5,1986-06-03,L,2.0,1723.9,1647.4,1992-05-20,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Carreno Busta P.,Johnson S.,11.0,48.0,2280.0,1020.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.39,2.8,1.44,2.75,1.42,3.11,,,1.44,3.11,1.42,2.89,,,,,,1725.9,1694.4,1989-12-24,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,Dimitrov G.,24.0,4.0,1665.0,4870.0,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.61,2.2,1.62,2.16,1.67,2.2,1.68,2.32,,,1.71,2.33,1.66,2.22,1936.5,1917.7,1989-12-29,R,2.0,1837.8,1773.7,1991-05-16,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Fognini F.,Thiem D.,21.0,8.0,1805.0,3545.0,6.0,4.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,2.95,1.35,3.0,1.4,3.14,1.42,,,3.2,1.42,3.03,1.38,1891.2,1873.9,1987-05-24,R,2.0,2066.2,2048.5,1993-09-03,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Ramos-Vinolas A.,Isner J.,41.0,9.0,1180.0,3305.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.5,1.5,2.47,1.48,2.37,1.57,2.64,1.55,,,2.7,1.62,2.54,1.53,,,,,,1839.5,1749.0,1985-04-26,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-16,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Basilashvili N.,18.0,74.0,1905.0,767.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.08,6.4,1.11,6.5,1.11,8.37,,,1.12,9.25,1.09,7.53,2201.3,2132.0,1987-05-22,R,2.0,1839.2,1821.5,1992-02-23,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Carreno Busta P.,Bedene A.,11.0,65.0,2280.0,830.0,6.0,4.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.2,1.63,2.14,1.67,2.2,1.75,2.23,,,1.75,2.29,1.68,2.2,,,,,,1827.3,1783.4,1989-07-18,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Goffin D.,Del Potro J.M.,10.0,6.0,2930.0,4540.0,6.0,2.0,4.0,5.0,,,,,,,1.0,0.0,Retired,2.3,1.61,2.22,1.59,2.37,1.57,2.42,1.65,,,2.44,1.73,2.27,1.64,1895.1,1833.1,1990-12-07,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Shapovalov D.,2.0,29.0,7950.0,1488.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.02,9.8,1.03,13.0,1.05,14.9,,,1.05,16.5,1.03,13.21,2203.4,2163.5,1986-06-03,L,2.0,1946.8,1779.1,1999-04-15,L,1.0
