ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
2,Doha,Qatar Exxon Mobil Open,2018-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Coric B.,39.0,48.0,1229.0,1001.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2,1.72,2.1,1.73,2.15,1.8,,,2.2,1.83,2.06,1.76,1957.6,1921.5,1997-10-20,R,2.0,1823.7,1772.5,1996-11-14,R,2.0
2,Doha,Qatar Exxon Mobil Open,2018-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Thiem D.,Tsitsipas S.,5.0,91.0,4015.0,606.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,2.85,1.4,3.0,1.4,3.28,,,1.45,3.32,1.39,2.98,2066.2,2003.9,1993-09-03,R,1.0,2067.4,2023.9,1998-08-12,R,1.0
2,Doha,Qatar Exxon Mobil Open,2018-01-04,ATP250,Outdoor,Hard,Quarterfinals,3,Monfils G.,Gojowczyk P.,46.0,60.0,1015.0,817.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.5,2.4,1.53,2.5,1.53,2.74,,,1.63,2.89,1.52,2.54,1890.5,1862.7,1986-09-01,R,2.0,1639.0,1615.4,1989-07-15,R,2.0
3,Pune,Tata Open,2018-01-05,ATP250,Outdoor,Hard,Semifinals,3,Simon G.,Cilic M.,89.0,6.0,610.0,3805.0,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,3.4,1.33,3.2,1.3,3.4,1.33,3.55,1.35,,,3.65,1.38,3.35,1.32,1786.5,1747.5,1984-12-27,R,2.0,1892.6,1840.0,1988-09-28,R,2.0
2,Doha,Qatar Exxon Mobil Open,2018-01-05,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Pella G.,39.0,64.0,1229.0,774.0,6.0,2.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,1.47,2.5,1.5,2.62,1.56,2.65,,,1.58,2.83,1.52,2.54,1957.6,1921.5,1997-10-20,R,2.0,1822.3,1723.1,1990-05-17,L,2.0
1,Brisbane,Brisbane International,2018-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Harrison R.,Istomin D.,47.0,63.0,1010.0,809.0,7.0,6.0,4.0,2.0,,,,,,,1.0,0.0,Retired,1.8,2.0,1.8,1.9,1.91,1.91,1.84,2.1,,,2.05,2.1,1.88,1.92,,,,,,1610.9,1611.0,1986-09-07,R,2.0
3,Pune,Tata Open,2018-01-05,ATP250,Outdoor,Hard,Semifinals,3,Anderson K.,Paire B.,14.0,41.0,2480.0,1155.0,6.0,7.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.3,3.5,1.28,3.35,1.36,3.25,1.3,4.0,,,1.35,4.15,1.3,3.52,,,,,,1783.2,1710.2,1989-05-08,R,2.0
2,Doha,Qatar Exxon Mobil Open,2018-01-05,ATP250,Outdoor,Hard,Semifinals,3,Monfils G.,Thiem D.,46.0,5.0,1015.0,4015.0,,,,,,,,,,,,,Walkover,2.62,1.5,2.35,1.53,2.62,1.5,2.6,1.57,,,2.62,1.59,2.52,1.53,1890.5,1862.7,1986-09-01,R,2.0,2066.2,2003.9,1993-09-03,R,1.0
1,Brisbane,Brisbane International,2018-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Kyrgios N.,Dolgopolov O.,21.0,169.0,2010.0,315.0,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.44,3.08,,,1.53,3.1,1.45,2.77,1907.1,1876.7,1995-04-27,R,2.0,,,,,
1,Brisbane,Brisbane International,2018-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Edmund K.,3.0,50.0,5150.0,992.0,6.0,3.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.36,3.25,1.33,3.05,1.36,3.25,1.37,3.42,,,1.41,3.44,1.36,3.18,1837.8,1805.7,1991-05-16,R,1.0,1830.1,1797.2,1995-01-08,R,2.0
1,Brisbane,Brisbane International,2018-01-05,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Mmoh M.,209.0,175.0,245.0,299.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.65,2.1,1.73,2.1,1.8,2.15,,,1.8,2.3,1.73,2.11,,,,,,1619.0,1601.4,1998-01-10,R,2.0
1,Brisbane,Brisbane International,2018-01-06,ATP250,Outdoor,Hard,Semifinals,3,Kyrgios N.,Dimitrov G.,21.0,3.0,2010.0,5150.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.8,2,1.72,2.0,1.8,2.2,1.77,,,2.2,1.84,2.05,1.77,1907.1,1876.7,1995-04-27,R,2.0,1837.8,1805.7,1991-05-16,R,1.0
1,Brisbane,Brisbane International,2018-01-06,ATP250,Outdoor,Hard,Semifinals,3,Harrison R.,De Minaur A.,47.0,209.0,1010.0,245.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.2,1.6,2.2,1.73,2.1,1.59,2.56,,,1.75,2.56,1.65,2.25,,,,,,,,,,
2,Doha,Qatar Exxon Mobil Open,2018-01-06,ATP250,Outdoor,Hard,The Final,3,Monfils G.,Rublev A.,46.0,39.0,1015.0,1229.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.57,2.25,1.67,2.2,1.63,2.47,,,1.67,2.52,1.62,2.3,1890.5,1862.7,1986-09-01,R,2.0,1957.6,1921.5,1997-10-20,R,2.0
3,Pune,Tata Open,2018-01-06,ATP250,Outdoor,Hard,The Final,3,Simon G.,Anderson K.,89.0,14.0,610.0,2480.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.65,1.42,2.75,1.44,2.94,1.47,,,2.95,1.51,2.75,1.45,1786.5,1747.5,1984-12-27,R,2.0,,,,,
1,Brisbane,Brisbane International,2018-01-07,ATP250,Outdoor,Hard,The Final,3,Kyrgios N.,Harrison R.,21.0,47.0,2010.0,1010.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.19,4.2,1.22,4.33,1.23,4.88,,,1.25,5.3,1.21,4.5,1907.1,1876.7,1995-04-27,R,2.0,,,,,
4,Auckland,ASB Classic,2018-01-07,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Young D.,59.0,63.0,850.0,816.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.72,2.0,1.72,2.0,1.73,2.1,1.8,2.11,,,1.83,2.25,1.76,2.05,1734.6,1682.8,1989-03-30,R,2.0,1509.9,1483.8,1989-07-23,L,2.0
5,Sydney,Sydney International,2018-01-07,ATP250,Outdoor,Hard,1st Round,3,Dzumhur D.,Struff J.L.,30.0,53.0,1391.0,898.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.85,1.85,1.91,1.83,1.92,1.97,,,2.05,2.0,1.91,1.88,1723.9,1682.0,1992-05-20,R,2.0,,,,,
5,Sydney,Sydney International,2018-01-07,ATP250,Outdoor,Hard,1st Round,3,Dolgopolov O.,Troicki V.,37.0,54.0,1276.0,880.0,6.0,3.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.75,1.5,2.62,1.43,3.01,,,1.53,3.05,1.43,2.8,,,,,,1612.8,1546.0,1986-02-10,R,2.0
5,Sydney,Sydney International,2018-01-07,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,Thompson J.,45.0,99.0,1095.0,566.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.25,1.57,2.37,1.57,2.38,1.64,,,2.4,1.69,2.3,1.61,1560.9,1540.0,1981-12-15,R,2.0,1736.0,1697.2,1994-04-20,R,2.0
5,Sydney,Sydney International,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Berankis R.,Bolt A.,138.0,189.0,407.0,274.0,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.66,2.1,1.72,2.0,1.73,2.1,1.85,2.04,,,1.9,2.15,1.78,2.03,1738.6,1703.2,1990-06-21,R,2.0,1528.7,1496.5,1993-01-05,L,2.0
5,Sydney,Sydney International,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Kohlschreiber P.,84.0,29.0,642.0,1440.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.25,1.57,2.2,1.67,2.39,1.64,,,2.43,1.71,2.27,1.62,2064.7,2027.2,1996-02-11,R,2.0,1789.2,1763.2,1983-10-16,R,1.0
5,Sydney,Sydney International,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Donskoy E.,28.0,71.0,1625.0,704.0,5.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.45,2.55,1.5,2.62,1.52,2.71,,,1.53,2.75,1.49,2.61,1782.0,1727.6,1988-06-29,L,2.0,1641.7,1600.5,1990-05-09,R,2.0
5,Sydney,Sydney International,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Popyrin A.,127.0,621.0,456.0,43.0,7.0,6.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,5.0,1.17,5.5,1.17,5.84,,,1.22,5.84,1.16,5.17,1770.0,1733.7,1989-06-14,R,2.0,1740.3,1691.5,1999-08-05,R,2.0
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Gojowczyk P.,Smyczek T.,65.0,135.0,782.0,429.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.37,1.53,2.35,1.57,2.37,1.54,2.62,,,1.62,2.65,1.56,2.41,1639.0,1615.4,1989-07-15,R,2.0,1550.0,1508.6,1987-12-30,R,2.0
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Wu Y.,38.0,313.0,1270.0,157.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.19,4.2,1.2,4.5,1.23,4.67,,,1.26,4.85,1.22,4.26,,,,,,,,,,
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Dutra Silva R.,50.0,100.0,981.0,566.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.2,1.33,3.4,1.35,3.44,,,1.38,3.65,1.33,3.28,1946.8,1915.2,1999-04-15,L,1.0,,,,,
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Daniel T.,33.0,98.0,1370.0,579.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,1.39,2.94,1.39,2.94,1725.3,1660.1,1986-01-01,R,1.0,1618.9,1581.9,1993-01-27,R,2.0
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Khachanov K.,Sugita Y.,48.0,41.0,1030.0,1200.0,6.0,1.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.57,2.25,1.61,2.25,1.61,2.46,,,1.65,2.46,1.59,2.33,1872.7,1817.9,1996-05-21,R,2.0,1617.2,1575.5,1988-09-18,R,2.0
4,Auckland,ASB Classic,2018-01-08,ATP250,Outdoor,Hard,1st Round,3,Bautista Agut R.,Venus M.,21.0,40.0,1855.0,1225.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.03,12.0,1.02,10.0,1.05,10.0,1.02,21.97,,,1.06,21.97,1.03,12.33,,,,,,,,,,
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Ruud C.,43.0,137.0,1130.0,416.0,0.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.36,3.0,1.35,2.95,1.36,3.25,1.4,3.18,,,1.4,3.26,1.37,3.08,1659.3,1638.5,1987-04-06,R,2.0,1755.9,1666.6,1998-12-22,R,2.0
5,Sydney,Sydney International,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Verdasco F.,167.0,40.0,323.0,1225.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.5,2.5,1.53,2.46,1.61,,,2.62,1.62,2.43,1.55,,,,,,1805.3,1762.8,1983-11-15,L,2.0
5,Sydney,Sydney International,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Vukic A.,36.0,462.0,1295.0,77.0,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.4,1.3,3.2,1.3,3.5,1.34,3.54,,,1.38,3.67,1.31,3.41,1783.4,1724.7,1981-09-20,L,1.0,1298.2,1267.7,1996-04-06,R,2.0
5,Sydney,Sydney International,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Zverev M.,52.0,34.0,909.0,1302.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.72,1.95,1.75,2.0,1.8,2.01,1.88,,,2.06,1.92,1.96,1.83,1702.8,1671.9,1987-05-15,R,1.0,1597.1,1563.8,1987-08-22,L,2.0
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Johnson S.,Caruana L.,46.0,397.0,1055.0,100.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,,1.13,7.8,1.11,6.73,1725.9,1673.3,1989-12-24,R,2.0,,,,,
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Tsitsipas S.,90.0,80.0,605.0,655.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,2.75,1.4,2.75,1.44,2.57,1.56,,,2.95,1.57,2.66,1.47,1610.1,1573.3,1987-11-03,R,2.0,2067.4,2023.9,1998-08-12,R,1.0
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Albot R.,64.0,88.0,815.0,616.0,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.75,1.95,,,1.89,2.0,,,1.91,2.12,1.81,1.98,1723.9,1680.9,1993-07-10,L,2.0,1786.9,1751.5,1989-11-11,R,2.0
5,Sydney,Sydney International,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Donaldson J.,Simon G.,55.0,57.0,878.0,860.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.24,1.71,,,2.3,1.8,2.12,1.71,,,,,,1786.5,1747.5,1984-12-27,R,2.0
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Johnson S.,21.0,46.0,1855.0,1055.0,2.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,1.28,3.5,1.28,3.35,1.3,3.5,1.3,3.96,,,1.35,3.96,1.29,3.57,,,,,,1725.9,1673.3,1989-12-24,R,2.0
4,Auckland,ASB Classic,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Chung H.,Sandgren T.,62.0,96.0,832.0,583.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.0,1.22,3.85,1.25,4.0,1.25,4.37,,,1.28,4.55,1.23,4.09,1796.7,1748.7,1996-05-19,R,2.0,1685.9,1626.7,1991-07-22,R,2.0
5,Sydney,Sydney International,2018-01-09,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Bedene A.,42.0,51.0,1155.0,968.0,1.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.2,1.74,,,2.22,1.75,2.13,1.7,1783.2,1710.2,1989-05-08,R,2.0,1827.3,1775.7,1989-07-18,R,2.0
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Donaldson J.,84.0,55.0,642.0,878.0,6.0,3.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.83,1.83,1.8,1.9,1.8,2.0,1.88,2.03,,,1.89,2.17,1.81,1.99,2064.7,2027.2,1996-02-11,R,2.0,,,,,
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Dzumhur D.,167.0,30.0,323.0,1391.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,Retired,2.1,1.66,2.1,1.65,2.2,1.67,2.2,1.75,,,2.27,1.85,2.15,1.69,,,,,,1723.9,1682.0,1992-05-20,R,2.0
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Mayer L.,42.0,52.0,1155.0,909.0,6.0,2.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.72,2.0,1.8,1.9,1.8,2.0,2.12,1.81,,,2.12,2.07,1.87,1.94,1783.2,1710.2,1989-05-08,R,2.0,1702.8,1671.9,1987-05-15,R,1.0
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Lorenzi P.,Ramos-Vinolas A.,45.0,22.0,1095.0,1845.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.2,1.6,2.25,1.61,2.19,1.76,,,2.35,1.76,2.26,1.64,1560.9,1540.0,1981-12-15,R,2.0,,,,,
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Schwartzman D.,36.0,26.0,1295.0,1675.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.5,1.47,2.5,1.53,2.73,1.52,,,2.75,1.61,2.55,1.51,1783.4,1724.7,1981-09-20,L,1.0,,,,,
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Berankis R.,28.0,138.0,1625.0,407.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.2,1.33,3.4,1.32,3.71,,,1.36,3.8,1.3,3.47,1782.0,1727.6,1988-06-29,L,2.0,1738.6,1703.2,1990-06-21,R,2.0
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Muller G.,Millman J.,25.0,127.0,1695.0,456.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2,1.72,2.1,1.73,2.2,1.75,,,2.2,1.8,2.09,1.73,,,,,,1770.0,1733.7,1989-06-14,R,2.0
5,Sydney,Sydney International,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,Dolgopolov O.,27.0,37.0,1670.0,1276.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.65,1.42,2.75,1.44,2.77,1.51,,,2.86,1.54,2.67,1.47,1891.2,1829.0,1987-05-24,R,2.0,,,,,
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Shapovalov D.,12.0,50.0,2595.0,981.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.38,2.8,1.4,2.75,1.47,2.91,,,1.47,3.22,1.39,2.97,,,,,,1946.8,1915.2,1999-04-15,L,1.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Chung H.,Isner J.,62.0,16.0,832.0,2265.0,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.25,1.72,,,2.26,1.83,2.14,1.7,1796.7,1748.7,1996-05-19,R,2.0,1839.5,1781.5,1985-04-26,R,2.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Cuevas P.,48.0,33.0,1030.0,1370.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.57,2.25,1.61,2.25,1.58,2.56,,,1.67,2.56,1.61,2.3,1872.7,1817.9,1996-05-21,R,2.0,1725.3,1660.1,1986-01-01,R,1.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Vesely J.,21.0,64.0,1855.0,815.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.16,4.6,1.2,4.5,1.2,5.29,,,1.22,5.5,1.18,4.8,,,,,,1723.9,1680.9,1993-07-10,L,2.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Sousa J.,38.0,59.0,1270.0,850.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.72,2.0,1.8,2.0,1.73,2.24,,,1.83,2.25,1.73,2.09,,,,,,1734.6,1682.8,1989-03-30,R,2.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Gojowczyk P.,Sock J.,65.0,8.0,782.0,3165.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.42,2.75,1.44,2.8,1.5,,,3.13,1.51,2.76,1.44,1639.0,1615.4,1989-07-15,R,2.0,,,,,
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Vesely J.,Querrey S.,64.0,13.0,815.0,2535.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.62,1.44,2.65,1.42,2.75,1.44,2.96,1.46,,,3.0,1.5,2.78,1.44,1723.9,1680.9,1993-07-10,L,2.0,1848.6,1770.9,1987-10-07,R,2.0
4,Auckland,ASB Classic,2018-01-10,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Lacko L.,43.0,90.0,1130.0,605.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.72,2.0,1.67,2.2,1.74,2.22,,,1.84,2.3,1.75,2.07,1659.3,1638.5,1987-04-06,R,2.0,1610.1,1573.3,1987-11-03,R,2.0
5,Sydney,Sydney International,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Fognini F.,Mannarino A.,27.0,28.0,1670.0,1625.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.1,1.72,2.1,1.65,2.1,1.73,2.34,1.69,,,2.4,1.82,2.18,1.68,1891.2,1829.0,1987-05-24,R,2.0,1782.0,1727.6,1988-06-29,L,2.0
5,Sydney,Sydney International,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Lorenzi P.,84.0,45.0,642.0,1095.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.5,2.4,1.53,2.5,1.56,2.65,,,1.59,2.67,1.53,2.5,2064.7,2027.2,1996-02-11,R,2.0,1560.9,1540.0,1981-12-15,R,2.0
5,Sydney,Sydney International,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Muller G.,42.0,25.0,1155.0,1695.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.1,1.65,2.1,1.73,2.36,1.68,,,2.4,1.78,2.17,1.69,1783.2,1710.2,1989-05-08,R,2.0,,,,,
4,Auckland,ASB Classic,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Khachanov K.,12.0,48.0,2595.0,1030.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.25,3.6,1.28,3.75,1.29,4.08,,,1.3,4.3,1.27,3.79,,,,,,1872.7,1817.9,1996-05-21,R,2.0
4,Auckland,ASB Classic,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Chung H.,38.0,62.0,1270.0,832.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.1,1.65,2.1,1.73,2.2,1.77,,,2.25,1.8,2.1,1.73,,,,,,1796.7,1748.7,1996-05-19,R,2.0
4,Auckland,ASB Classic,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Haase R.,Gojowczyk P.,43.0,65.0,1130.0,782.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2,1.72,2.1,1.73,2.11,1.83,,,2.25,1.83,2.09,1.74,1659.3,1638.5,1987-04-06,R,2.0,1639.0,1615.4,1989-07-15,R,2.0
5,Sydney,Sydney International,2018-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Lopez F.,167.0,36.0,323.0,1295.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.85,1.8,2.0,2.0,1.93,,,2.0,2.03,1.87,1.92,,,,,,1783.4,1724.7,1981-09-20,L,1.0
4,Auckland,ASB Classic,2018-01-12,ATP250,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Haase R.,21.0,43.0,1855.0,1130.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.25,4.0,1.24,3.65,1.25,4.0,1.29,4.14,,,1.29,4.3,1.26,3.89,,,,,,1659.3,1638.5,1987-04-06,R,2.0
4,Auckland,ASB Classic,2018-01-12,ATP250,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Ferrer D.,12.0,38.0,2595.0,1270.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.27,3.45,1.28,3.75,1.29,4.05,,,1.35,4.05,1.29,3.58,,,,,,,,,,
5,Sydney,Sydney International,2018-01-12,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Fognini F.,84.0,27.0,642.0,1670.0,2.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.8,1.9,1.8,1.91,1.91,1.94,1.98,,,2.05,1.98,1.95,1.85,2064.7,2027.2,1996-02-11,R,2.0,1891.2,1829.0,1987-05-24,R,2.0
5,Sydney,Sydney International,2018-01-12,ATP250,Outdoor,Hard,Semifinals,3,De Minaur A.,Paire B.,167.0,42.0,323.0,1155.0,4.0,6.0,6.0,1.0,6.0,1.0,,,,,2.0,1.0,Completed,1.8,2.0,1.75,1.95,1.8,2.0,1.9,2.03,,,1.9,2.13,1.81,1.99,,,,,,1783.2,1710.2,1989-05-08,R,2.0
5,Sydney,Sydney International,2018-01-13,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,De Minaur A.,84.0,167.0,642.0,323.0,1.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.66,2.1,1.65,2.2,1.67,2.13,1.82,,,2.34,1.82,2.17,1.68,2064.7,2027.2,1996-02-11,R,2.0,,,,,
